Spec Name,Km,K1,K2,K3,L,F,P,Pj,T,dK1geo,iK1geo,dK2geo,iK2geo,dK3geo,iK3geo,dK1pa1,iK1pa1,dK2pa1,iK2pa1,dK3pa1,iK3pa1,dK1te1,iK1te1,dK2te1,iK2te1,dK3te1,iK3te1,f1,dF1-B,iF1-B,dL1-B,iL1-B
NXH192-B,2.63E-04,2.81E-04,2.71E-04,2.38E-04,1.038,1.141,1.184,1.195,0.555,227.2,28,115.8,34.6,346.5,42.6,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH192-C,2.74E-04,2.92E-04,2.82E-04,2.48E-04,1.037,1.135,1.178,1.187,0.552,230.6,23.8,121.5,36.6,345.8,44,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH193-A,2.44E-04,2.60E-04,2.53E-04,2.20E-04,1.027,1.149,1.18,1.194,0.675,232.5,32.1,117.8,33.7,354,39.8,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH193-B,2.05E-04,2.18E-04,2.14E-04,1.84E-04,1.021,1.158,1.182,1.2,0.755,241.1,20.6,125.3,49.2,345.5,33.5,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH193-C,2.27E-04,2.42E-04,2.37E-04,2.04E-04,1.021,1.162,1.186,1.205,0.761,239.7,22.5,123.1,47.2,346.1,34.1,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH194-A,2.16E-04,2.30E-04,2.24E-04,1.95E-04,1.024,1.153,1.18,1.196,0.717,239.3,28,107.4,51.5,343.1,24.2,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH194-B,2.28E-04,2.42E-04,2.36E-04,2.05E-04,1.022,1.154,1.179,1.196,0.741,235,30.3,105.2,47.6,341.9,26.6,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH194-C,2.49E-04,2.64E-04,2.59E-04,2.24E-04,1.022,1.153,1.178,1.195,0.73,238.2,24.6,109.4,53.8,340.4,24.7,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH198-A,2.17E-04,2.31E-04,2.28E-04,1.93E-04,1.014,1.18,1.197,1.221,0.843,223.9,18.5,129,14.4,3.4,66.3,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH198-A,2.17E-04,2.31E-04,2.28E-04,1.93E-04,1.015,1.179,1.196,1.22,0.838,222.1,19.1,127.3,13.6,4,66.2,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH198-B,2.54E-04,2.70E-04,2.66E-04,2.24E-04,1.015,1.19,1.208,1.234,0.843,227.7,19.1,132.7,14.3,8,65.8,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH199-A,2.35E-04,2.50E-04,2.46E-04,2.10E-04,1.019,1.171,1.193,1.214,0.787,250.1,19.8,149.8,26.4,12.4,56,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH199-B,2.12E-04,2.26E-04,2.22E-04,1.88E-04,1.017,1.186,1.207,1.231,0.816,150,20.2,245.9,15.5,10.7,64.1,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH199-C,2.74E-04,2.92E-04,2.87E-04,2.43E-04,1.017,1.182,1.202,1.226,0.817,246.1,19.2,147.5,23.2,11.8,59.1,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH200-A,2.80E-04,2.98E-04,2.93E-04,2.50E-04,1.016,1.175,1.194,1.217,0.822,245.2,20.5,143.6,28.2,6.1,54,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH200-B,2.99E-04,3.18E-04,3.12E-04,2.66E-04,1.019,1.172,1.194,1.215,0.791,241.4,22.9,140.8,23.5,10.5,56.1,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH200-C,2.77E-04,2.93E-04,2.89E-04,2.50E-04,1.016,1.155,1.173,1.193,0.802,240.1,21.7,140.2,23.5,8.1,57.1,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH200-D,2.80E-04,2.97E-04,2.92E-04,2.51E-04,1.016,1.164,1.183,1.204,0.809,237.3,24.1,136.6,22.5,8.8,56,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH112-A,1.85E-05,1.88E-05,1.85E-05,1.83E-05,1.014,1.013,1.027,1.027,-0.011,330.5,31,161.5,58.5,63.5,4.9,148.8,25.5,268.5,46,40.7,33,238.8,25.5,358.5,46,130.7,33,57,299,64,0,0
NXH112-B,1.41E-05,1.43E-05,1.41E-05,1.39E-05,1.017,1.012,1.029,1.029,-0.161,8,32.6,141,46.8,260.7,24.9,170.9,2,264.8,62.9,79.8,27.1,260.9,2,354.8,62.9,169.8,27.1,62.9,299,64,0,0
NXH112-C,9.60E-06,9.94E-06,9.50E-06,9.36E-06,1.046,1.016,1.062,1.064,-0.485,286.1,28.3,63,53.6,184.2,20.9,105.2,34.3,339.4,40.6,218.9,30.6,195.2,34.3,69.4,40.6,308.9,30.6,59.4,299,64,0,0
NXH112-D,1.07E-05,1.12E-05,1.06E-05,1.02E-05,1.059,1.035,1.096,1.097,-0.259,352.5,43.7,234.9,25.9,124.9,35.2,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH204-A,2.48E-04,2.62E-04,2.59E-04,2.24E-04,1.012,1.155,1.169,1.19,0.843,251.4,1.8,160.7,22.2,345.8,67.8,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH204-B,2.91E-04,3.07E-04,3.03E-04,2.63E-04,1.011,1.155,1.168,1.189,0.855,253.4,0.5,163.2,19.8,344.6,70.2,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH205-A,3.91E-04,4.16E-04,4.09E-04,3.49E-04,1.017,1.172,1.192,1.214,0.805,93.8,20.2,191.2,19.2,321.2,61.5,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH205-B,3.55E-04,3.79E-04,3.72E-04,3.14E-04,1.02,1.184,1.208,1.231,0.788,85.3,24.5,186,22.1,312.9,55.9,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH205-C,3.28E-04,3.51E-04,3.44E-04,2.90E-04,1.02,1.188,1.213,1.236,0.79,87.3,21.4,185,18.8,312.6,60.9,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH206-A,2.44E-04,2.59E-04,2.56E-04,2.16E-04,1.013,1.183,1.198,1.223,0.86,225.3,12.5,127.7,30.9,334.6,56.1,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH206-B,2.77E-04,2.94E-04,2.92E-04,2.46E-04,1.007,1.186,1.194,1.222,0.92,91.9,12.9,189.5,29.9,341.4,56.9,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH210-A,3.13E-04,3.30E-04,3.16E-04,2.94E-04,1.046,1.076,1.125,1.127,0.244,10.3,6.7,102.5,18.4,261.2,70.4,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH210-B,2.54E-04,2.68E-04,2.56E-04,2.37E-04,1.045,1.083,1.132,1.134,0.285,12.9,8.3,105.3,15.8,256,72,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH210-C,2.81E-04,2.96E-04,2.83E-04,2.63E-04,1.046,1.08,1.129,1.131,0.261,14.8,5.7,106.2,13.6,262.5,75.2,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH210-D,2.74E-04,2.89E-04,2.75E-04,2.58E-04,1.051,1.064,1.118,1.119,0.113,10.8,4.5,102.5,21.2,269.4,68.3,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH211-A,3.06E-04,3.25E-04,3.12E-04,2.83E-04,1.042,1.1,1.147,1.151,0.395,194.9,7,101.8,23.7,300.3,65.1,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH211-B,3.14E-04,3.33E-04,3.20E-04,2.90E-04,1.042,1.101,1.147,1.151,0.399,194.1,7.1,100.9,24.1,299.5,64.8,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH211-C,2.81E-04,2.98E-04,2.85E-04,2.59E-04,1.045,1.1,1.149,1.153,0.366,197.6,6.4,104.4,25.9,300.5,63.2,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH212-A,2.53E-04,2.68E-04,2.55E-04,2.34E-04,1.05,1.09,1.145,1.147,0.28,40.9,21.9,214,68,309.9,2.4,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH212-B,2.56E-04,2.71E-04,2.59E-04,2.37E-04,1.047,1.094,1.145,1.148,0.324,40.2,19.8,206.4,69.6,308.6,4.5,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH212-C,2.65E-04,2.81E-04,2.69E-04,2.46E-04,1.047,1.092,1.143,1.146,0.318,38.2,20.3,199.1,68.6,305.8,6.5,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH212-D,2.95E-04,3.13E-04,2.99E-04,2.73E-04,1.047,1.097,1.148,1.151,0.335,41,19.9,209.3,69.8,309.7,3.8,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH220-A,3.24E-04,3.37E-04,3.31E-04,3.03E-04,1.02,1.092,1.114,1.121,0.636,212.3,6.9,120.1,17.3,323.3,71.3,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH220-B,3.41E-04,3.57E-04,3.49E-04,3.18E-04,1.022,1.096,1.12,1.128,0.614,208.7,2.6,118.1,13.2,309.7,76.5,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH222-A,3.11E-04,3.27E-04,3.20E-04,2.86E-04,1.02,1.12,1.142,1.154,0.705,228.5,14.1,131.6,25.7,344.5,60.2,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH222-B,2.92E-04,3.07E-04,3.01E-04,2.67E-04,1.022,1.126,1.151,1.164,0.687,224.8,17.1,126,26.6,343.9,57.6,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH222-C,2.70E-04,2.86E-04,2.78E-04,2.47E-04,1.029,1.127,1.16,1.17,0.61,219.8,22.3,118.4,25.6,345.4,54.9,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH222-D,2.92E-04,3.08E-04,3.01E-04,2.68E-04,1.026,1.123,1.152,1.163,0.641,219.1,20.9,119.1,24.5,344.9,56.9,154.7,4.8,63.9,9.4,271.6,79.5,244.7,4.8,153.9,9.4,1.6,79.5,10.5,299,64,0,0
NXH120-A,2.94E-04,3.07E-04,2.90E-04,2.83E-04,1.06,1.023,1.084,1.087,-0.447,239.5,39.4,332.8,4,67.6,50.3,272.5,45.3,149.7,28.2,40.6,31.4,2.5,45.3,239.7,28.2,130.6,31.4,58.6,355,35,0,0
NXH120-B,3.02E-04,3.17E-04,3.00E-04,2.90E-04,1.057,1.032,1.091,1.092,-0.276,236.6,38.8,328.6,2.4,61.6,51.1,269.7,46.5,144.6,28.6,36.6,29.6,359.7,46.5,234.6,28.6,126.6,29.6,60.4,355,35,0,0
NXH120-C,3.07E-04,3.21E-04,3.04E-04,2.96E-04,1.055,1.028,1.084,1.086,-0.315,237.4,39.3,328.9,1.8,61.1,50.6,270.8,46.5,144.7,29.2,36.6,29.1,0.8,46.5,234.7,29.2,126.6,29.1,60.9,355,35,0,0
NXH121-A,2.16E-04,2.26E-04,2.22E-04,2.00E-04,1.021,1.106,1.129,1.139,0.652,199.8,45.6,303.9,13.4,45.9,41.3,244.5,71.7,124.9,9.3,32.3,15.6,334.5,71.7,214.9,9.3,122.3,15.6,74.4,355,35,0,0
NXH121-B,2.10E-04,2.20E-04,2.15E-04,1.94E-04,1.024,1.109,1.136,1.145,0.625,196.5,46.1,303.5,15.7,47,39.7,240.6,73.8,125.6,7,33.8,14.6,330.6,73.8,215.6,7,123.8,14.6,75.4,355,35,0,0
NXH121-C,2.08E-04,2.18E-04,2.13E-04,1.93E-04,1.024,1.103,1.129,1.138,0.617,193.2,46.9,302.1,16.8,45.9,38.2,237.1,76,124.9,5.4,33.7,12.9,327.1,76,214.9,5.4,123.7,12.9,77.1,355,35,0,0
NXH121-D,2.05E-04,2.14E-04,2.10E-04,1.91E-04,1.02,1.099,1.121,1.129,0.65,194.2,46.2,301.6,15.9,45.1,39.4,237,75,124,6,32.6,13.7,327,75,214,6,122.6,13.7,76.3,355,35,0,0
NXH122-A,2.39E-04,2.50E-04,2.33E-04,2.32E-04,1.075,1.002,1.077,1.089,-0.95,231.1,29.5,132.4,14.9,18.9,56.2,255.9,43,118.6,38.3,9.2,22.9,345.9,43,208.6,38.3,99.2,22.9,67.1,355,35,0,0
NXH122-B,2.56E-04,2.68E-04,2.51E-04,2.48E-04,1.065,1.013,1.078,1.084,-0.667,228.2,29.9,134.8,5.9,34.7,59.4,253.6,44.9,126.2,31.3,16.7,28.8,343.6,44.9,216.2,31.3,106.7,28.8,61.2,355,35,0,0
NXH122-C,2.44E-04,2.55E-04,2.40E-04,2.37E-04,1.063,1.014,1.077,1.082,-0.633,228,32.3,133.4,7.3,32.1,56.7,255.8,46.9,124,32,16.6,25.7,345.8,46.9,214,32,106.6,25.7,64.3,355,35,0,0
NXH123-A,2.84E-04,2.98E-04,2.78E-04,2.75E-04,1.071,1.011,1.082,1.09,-0.729,251.6,39.1,157.4,5.1,61.2,50.5,280.8,38.3,152.5,38.2,36.7,29,10.8,38.3,242.5,38.2,126.7,29,61,355,35,0,0
NXH123-B,2.74E-04,2.89E-04,2.68E-04,2.64E-04,1.079,1.013,1.093,1.101,-0.707,252.2,35.8,345,3.8,80.3,53.9,278.4,35.6,163.4,30.6,44.4,39.3,8.4,35.6,253.4,30.6,134.4,39.3,50.7,355,35,0,0
NXH123-C,2.80E-04,2.94E-04,2.75E-04,2.71E-04,1.067,1.017,1.085,1.09,-0.582,252.3,37.2,343.1,1,74.4,52.8,279.6,36.6,160.7,33.1,42.4,36,9.6,36.6,250.7,33.1,132.4,36,54,355,35,0,0
NXH123-D,2.78E-04,2.92E-04,2.74E-04,2.70E-04,1.068,1.014,1.083,1.089,-0.644,254.1,35.3,160.8,4.7,64.3,54.3,279.4,34.1,156.9,38.4,35.7,33.2,9.4,34.1,246.9,38.4,125.7,33.2,56.8,355,35,0,0
NXH124-A,2.40E-04,2.51E-04,2.36E-04,2.32E-04,1.06,1.019,1.08,1.084,-0.511,258.5,46.5,11.9,20.6,117.9,36.2,292.2,39.7,191.2,13,86.7,47.3,22.2,39.7,281.2,13,176.7,47.3,42.7,355,35,0,0
NXH124-B,2.28E-04,2.38E-04,2.23E-04,2.22E-04,1.064,1.006,1.07,1.078,-0.82,256.1,58.7,43.2,27,140.8,14.5,304.6,48.3,36.7,1.8,128.3,41.7,34.6,48.3,126.7,1.8,218.3,41.7,48.3,355,35,0,0
NXH124-C,2.59E-04,2.72E-04,2.56E-04,2.50E-04,1.062,1.022,1.085,1.089,-0.477,259.3,47.4,16.5,22.9,122.9,33.7,293.6,39.9,195.1,10,93.7,48.3,23.6,39.9,285.1,10,183.7,48.3,41.7,355,35,0,0
NXH125-A,3.11E-04,3.28E-04,3.05E-04,3.01E-04,1.076,1.014,1.091,1.098,-0.687,273.9,35.6,179.4,6.2,80.9,53.7,293.5,23.8,180.8,41.1,44.9,39.5,23.5,23.8,270.8,41.1,134.9,39.5,50.5,355,35,0,0
NXH125-B,3.15E-04,3.32E-04,3.10E-04,3.03E-04,1.072,1.022,1.096,1.1,-0.528,275.5,35.5,11.8,8.8,113.7,53.1,294.6,22.9,193.4,24.7,62.1,55.2,24.6,22.9,283.4,24.7,152.1,55.2,34.8,355,35,0,0
NXH125-C,2.93E-04,3.09E-04,2.88E-04,2.83E-04,1.072,1.018,1.091,1.097,-0.593,272.6,35,12.8,14.2,121.3,51.4,292.2,24.1,193.3,19.1,68.9,58.4,22.2,24.1,283.3,19.1,158.9,58.4,31.6,355,35,0,0
NXH126-A,3.14E-04,3.30E-04,3.11E-04,3.01E-04,1.064,1.032,1.098,1.1,-0.329,221.7,54.3,119.4,8.7,23.3,34.3,353.8,84,115.1,3.1,205.4,5.1,83.8,84,205.1,3.1,295.4,5.1,84.9,35,40,0,0
NXH126-B,2.78E-04,2.93E-04,2.75E-04,2.67E-04,1.064,1.031,1.097,1.099,-0.342,220,52.6,121.8,6.2,27.1,36.7,346.5,86,118.6,2.7,208.7,3,76.5,86,208.6,2.7,298.7,3,87,35,40,0,0
NXH126-C,3.15E-04,3.29E-04,3.13E-04,3.02E-04,1.052,1.037,1.09,1.091,-0.162,218.8,46.3,94.6,28.3,346.3,30.2,250.7,85.5,84.6,4.4,354.5,1.1,340.7,85.5,174.6,4.4,84.5,1.1,88.9,35,40,0,0
NXH127-A,2.71E-04,2.85E-04,2.67E-04,2.61E-04,1.067,1.021,1.09,1.094,-0.507,229.2,40.8,100.7,35.8,347.4,28.7,267.8,76.5,84.5,13.5,174.6,0.8,357.8,76.5,174.5,13.5,264.6,0.8,89.2,35,40,0,0
NXH127-B,2.71E-04,2.83E-04,2.69E-04,2.62E-04,1.054,1.025,1.081,1.083,-0.358,229.2,41.7,110.7,28.1,358.4,35.4,270.1,77.1,96.2,12.8,5.9,1.3,0.1,77.1,186.2,12.8,95.9,1.3,88.7,35,40,0,0
NXH127-C,3.31E-04,3.46E-04,3.29E-04,3.18E-04,1.052,1.034,1.087,1.088,-0.209,228.2,37.8,110.8,30.6,354.2,37.1,257.7,74.6,94.6,14.8,3.5,4.3,347.7,74.6,184.6,14.8,93.5,4.3,85.7,35,40,0,0
NXH128-A,3.09E-04,3.25E-04,3.04E-04,2.97E-04,1.069,1.023,1.094,1.098,-0.486,228.7,35.8,98.3,42,340.5,27.4,255,72.7,79.1,17.3,348.7,1.2,345,72.7,169.1,17.3,78.7,1.2,88.8,35,40,0,0
NXH128-B,3.22E-04,3.39E-04,3.20E-04,3.09E-04,1.061,1.034,1.096,1.098,-0.28,228.2,36.8,95.3,42.3,339.3,25.7,255.8,73.7,77,16.3,346.9,0.3,345.8,73.7,167,16.3,76.9,0.3,89.7,35,40,0,0
NXH128-C,3.19E-04,3.36E-04,3.15E-04,3.07E-04,1.069,1.026,1.097,1.1,-0.437,231,37.9,95.6,42.4,341.4,24.1,264.5,73.4,77.1,16.5,167.7,2,354.5,73.4,167.1,16.5,257.7,2,88,35,40,0,0
NXH128-D,3.33E-04,3.51E-04,3.28E-04,3.19E-04,1.069,1.029,1.101,1.103,-0.398,228.6,38.8,96.6,39.7,342.2,26.4,260.9,75.3,79.4,14.7,169.5,0.4,350.9,75.3,169.4,14.7,259.5,0.4,89.6,35,40,0,0
NXH129-A,3.61E-04,3.76E-04,3.61E-04,3.46E-04,1.04,1.042,1.084,1.084,0.019,182.2,50.9,296.7,18.6,39.3,32.9,109.8,69.3,311.1,19.4,218.6,7,199.8,69.3,41.1,19.4,308.6,7,83,35,40,0,0
NXH129-B,4.13E-04,4.30E-04,4.14E-04,3.95E-04,1.041,1.048,1.09,1.091,0.083,185.8,51.7,297.4,16.2,38.5,33.6,108.4,71.6,309.9,17.2,217.9,6.3,198.4,71.6,39.9,17.2,307.9,6.3,83.7,35,40,0,0
NXH130-A,2.97E-04,3.11E-04,2.97E-04,2.84E-04,1.048,1.045,1.096,1.096,-0.035,223.3,53.3,91.1,26.6,348.6,23.3,340.9,83.9,82.9,1.3,173.1,6,70.9,83.9,172.9,1.3,263.1,6,84,35,40,0,0
NXH130-B,3.04E-04,3.18E-04,3.04E-04,2.89E-04,1.045,1.053,1.1,1.1,0.072,229.7,46.5,90.4,35.8,344,21.4,290.7,79.6,77.5,8.7,168.4,5.6,20.7,79.6,167.5,8.7,258.4,5.6,84.4,35,40,0,0
NXH130-C,3.12E-04,3.26E-04,3.12E-04,2.98E-04,1.044,1.049,1.095,1.095,0.047,223.4,52.6,88.5,28.4,345.7,22.3,334.4,84.2,80,1.6,170.2,5.6,64.4,84.2,170,1.6,260.2,5.6,84.4,35,40,0,0
NXH131-A,3.05E-04,3.19E-04,3.05E-04,2.91E-04,1.045,1.048,1.095,1.095,0.028,212.4,59.2,83.9,20.3,345.3,22.1,43.2,80.7,260.5,7.5,169.7,5.6,133.2,80.7,350.5,7.5,259.7,5.6,84.4,35,40,0,0
